Country,EU member,Geographic Europe,Financial allocations,Humanitarian allocations,Military allocations,Total bilateral allocations,Financial commitments,Humanitarian commitments,Military commitments,Total bilateral commitments,GDP (2021),GDP (2021)2,Total bilateral commitments3,Total bilateral allocations4,Share in EU commitments,Share in EIB commitments,Share in total EU commitments,Share in total EU commitments5,Total bilateral and EU commitments,Total bilateral and EU commitments6,Specific weapons and equipment,Financial commitments with military purpose,Financial commitments (short term),Humanitarian commitments (short term),Military commitments (short term),Total bilateral commitments (short term),Total bilateral commitments (short term)7,Share in EU allocations,Share in EIB allocations,Share in total EU allocations,Share in total EU allocations8,Total bilateral and EU allocations,Total bilateral and EU allocations9
,,,€ billion,€ billion,€ billion,€ billion,€ billion,€ billion,€ billion,€ billion,US$ billion,€ billion,% 2021 GDP,% 2021 GDP,€ billion,€ billion,€ billion,% 2021 GDP,€ billion,% 2021 GDP,€ billion,€ billion,€ billion,€ billion,€ billion,€ billion,% 2021 GDP,€ billion,€ billion,€ billion,% 2021 GDP,€ billion,% 2021 GDP
Australia,0.0,0.0,0,0.1551196700302018,0.8578403512607058,1.0129600212909076,0,0.1551196700302018,0.8578403512607058,1.0129600212909076,1552.66736323606,1443.1335284283482,0.07019170446369413,0.07019170446369413,0,0,0,0,1.0129600212909076,0.07019170446369413,0.7915849728886222,0.06625537837208362,0,0.1551196700302018,0.8578403512607058,1.0129600212909076,0.07019170446369413,0,0,0,0,1.0129600212909076,0.07019170446369413
Austria,1.0,1.0,0.09,0.7142291891896477,0.0032556386286873218,0.807484827818335,0.09,0.7646291891896477,0.0032556386286873218,0.857884827818335,480.368403893364,446.4805315488094,0.1921438376814311,0.18085555153261157,3.2440479036501753,0.08183417133551585,3.325882074985691,0.7449108841203985,4.183766902804026,0.9370547218018296,0.0032556386286873218,0,0.09,0.13962918918964778,0.0032556386286873218,0.2328848278183351,0.05216013047880814,1.3196730660563853,0.08183417133551585,1.4015072373919013,0.3139010860182799,2.208992065210236,0.49475663755089144
Belgium,1.0,1.0,0.04856,0.24204,1.577985016531666,1.868585016531666,0.45856,0.18084,1.577285016531666,2.216685016531666,594.104177539525,552.1927479687006,0.40143319967275487,0.3383936177006043,4.265694539222259,0.1648537491009594,4.430548288323218,0.8023553921382449,6.6472333048548835,1.2037885918109998,0.318185016531666,1.2591,0.39481,0.17064,1.3962350165316662,1.961685016531666,0.3552536725170571,1.7352771471411852,0.1648537491009594,1.9001308962421446,0.344106456166253,3.7687159127738106,0.6825000738668573
Bulgaria,1.0,1.0,6e-05,0.0019555458723540683,0.2364889464351076,0.23850449230746165,6e-05,0.0019555458723540683,0.2364889464351076,0.23850449230746165,84.0563127343089,78.12651058119611,0.3052798474335882,0.3052798474335882,0.5354963581800007,0.006492275126424884,0.5419886333064257,0.6937320370185255,0.7804931256138873,0.9990118844521136,0.2364889464351076,0,6e-05,0.0019555458723540683,0.2364889464351076,0.23850449230746168,0.30527984743358827,0.21783899062226528,0.006492275126424884,0.22433126574869017,0.2871384682098977,0.46283575805615185,0.5924183156434859
Canada,0.0,0.0,5.159920207617528,0.48290031650971715,2.6340725069500586,8.276893031077304,8.78101968046875,0.48301035280054844,3.117289291318504,12.381319324587803,1988.3363317174199,1848.0679725972857,0.6699601696569105,0.44786734870173145,0,0,0,0,12.381319324587803,0.6699601696569105,1.284393425269469,1.8328958660490349,8.78101968046875,0.476365533494328,2.2408396164377833,11.498224830400869,0.6221754286581351,0,0,0,0,8.276893031077304,0.44786734870173145
Croatia,1.0,1.0,0.001,0.09152356048074428,0.24520104421389305,0.33772460469463733,0.001,0.09652356048074429,0.24520104421389305,0.34272460469463734,68.9550832801922,64.09060626470136,0.5347501368283933,0.526948681527207,0.4596496043763487,0.013522094025032077,0.4731716984013808,0.7382855709729579,0.8158963030960181,1.2730357078013512,0.11461325786705598,0.13058778634683707,0.001,0.09652356048074429,0.24520104421389305,0.34272460469463734,0.5347501368283933,0.18698466259897514,0.013522094025032077,0.20050675662400722,0.3128488998776075,0.5382313613186446,0.8397975814048145
Cyprus,1.0,1.0,0.001,0.003,0,0.004,0.001,0.003,0,0.004,28.4078675340035,26.403817765594848,0.015149324372372198,0.015149324372372198,0.20012577208433474,0.004092450557307877,0.2042182226416426,0.7734420243868919,0.2082182226416426,0.7885913487592642,0,0,0.001,0.003,0,0.004,0.015149324372372198,0.08141081731446433,0.004092450557307877,0.0855032678717722,0.3238291849718268,0.08950326787177221,0.338978509344199
Czechia,1.0,1.0,0,0.05461418786528352,1.2485631491179667,1.3031773369832502,0,0.07210936227523922,1.2485631491179667,1.3206725113932059,281.777887121451,261.8996998991086,0.5042665233682847,0.49758641857370284,1.8495642132360433,0.028091743291456577,1.8776559565274997,0.7169370401152912,3.198328467920706,1.221203563483576,1.1630975003492814,0.08546564876868534,0,0.07210936227523922,1.2485631491179667,1.3206725113932059,0.5042665233682847,0.752399517098063,0.028091743291456577,0.7804912603895195,0.29801151383151164,2.0836685973727698,0.7955979324052145
Denmark,1.0,1.0,0.12233588332926433,0.3820268104252044,7.54323606792517,8.04759876167964,0.13875810473683498,0.3378909325847518,8.997029454677003,9.473678491998589,398.30327276446,370.20473349238773,2.5590376445560463,2.173823842218678,2.576961996702393,0.08347018500807472,2.6604321817104677,0.7186380780744859,12.134110673709056,3.2776757226305326,0.26884124370682455,8.72818821097018,0.13875810473683498,0.3378909325847518,4.973301729724187,5.449950767045773,1.472145079192467,1.048303675008171,0.08347018500807472,1.1317738600162457,0.3057156642324557,9.179372621695885,2.4795395064511334
Estonia,1.0,1.0,0.01,0.05387138509760319,0.697988341420417,0.7618597265180201,0,0.17344594018220824,0.9574883414204169,1.130934281602625,37.191166151980006,34.56749340271401,3.271669913774632,2.2039773542220567,0.25404093442668974,0.0026253178641068723,0.2566662522907966,0.7425075613687537,1.3876005338934216,4.014177475143386,0.5574883414204169,0.4,0,0.07305844018220822,0.6574883414204169,0.7305467816026252,2.1133924091391236,0.10334341193342961,0.0026253178641068723,0.10596872979753648,0.30655601365997953,0.8678284563155566,2.510533367882036
EU (Commission and Council),0.0,1.0,46.38115,2.564651053158237,0,48.945801053158235,113.1369,2.564651053158237,0,115.70155105315824,17177.419592825,15965.628397457942,0.7246914945833283,0.3065698376203684,0,0,0,0,115.70155105315824,0.7246914945833283,0,0,37.845,2.564651053158237,0,40.409651053158235,0.2531040435564208,0,0,0,0,48.945801053158235,0.3065698376203684
Finland,1.0,1.0,0.1548,0.22124284939419583,2.3348,2.710842849394196,0.1548,0.3287428493941958,2.3641,2.847642849394196,297.301883523251,276.3285468196403,1.030527928499857,0.981021642748899,2.1182262086369312,0.04701685285991085,2.165243061496842,0.7835755973884584,5.012885910891038,1.8141035258883151,2.294,0.07010000000000005,0.1548,0.13448904594541797,2.354,2.643289045945418,0.9565747282964193,0.8616907513010426,0.04701685285991085,0.9087076041609534,0.3288504262840665,3.6195504535551493,1.3098720690329655
France,1.0,1.0,0.7994,0.5952232866962535,3.497234516639975,4.8918578033362285,0.7994,0.5952232866962535,6.082774506001888,7.477397792698142,2957.87975926352,2749.214387269746,0.2719830736854236,0.17793657075228494,21.647394588610986,0.5947254162278695,22.242120004838856,0.8090354869315077,29.719517797536998,1.0810185606169314,5.582774506001888,0.5,0.7994,0.5912232866962535,6.082774506001888,7.473397792698141,0.2718375775750249,8.806122608960482,0.5947254162278695,9.400848025188353,0.34194670552864254,14.292705828524582,0.5198832762809275
Germany,1.0,1.0,1.407,3.24312005,12.611969252768212,17.26208930276821,1.407,3.24312005,20.875604,25.52572405,4259.9349118216405,3959.4152912181803,0.6446841811874344,0.4359757194718829,25.645340948743243,0.5947254162278695,26.240066364971113,0.6627257924464377,51.765790414971114,1.3074099736338722,0.0803,20.795303999999998,1.407,3.24312005,15.67195,20.32207005,0.5132593717833417,10.432480260790534,0.5947254162278695,11.027205677018404,0.27850591226124455,28.289294979786614,0.7144816317331274
Greece,1.0,1.0,0,0,0.14854554321491809,0.14854554321491809,0,0,0.14854554321491809,0.14854554321491809,214.873879833648,199.71547526131423,0.07437858434383028,0.07437858434383028,1.5123659945186028,0.04471621741384256,1.5570822119324452,0.779650254891419,1.7056277551473633,0.8540288392352493,0.14854554321491809,0,0,0,0.14854554321491809,0.14854554321491809,0.07437858434383028,0.6152278660065684,0.04471621741384256,0.659944083420411,0.33044213652293025,0.8084896266353291,0.4048207208667606
Hungary,1.0,1.0,0,0.05383805979536049,0,0.05383805979536049,0,0.05383805979536049,0,0.05383805979536049,181.84802223389002,169.0194462625616,0.031853174877715724,0.031853174877715724,1.187047387842698,0.026576070608867512,1.2136234584515655,0.7180377674213144,1.267461518246926,0.7498909422990302,0,0,0,0.05383805979536049,0,0.05383805979536049,0.031853174877715724,0.482888820509083,0.026576070608867512,0.5094648911179505,0.30142383162617115,0.563302950913311,0.33327700650388686
Iceland,0.0,1.0,0.011220900121232964,0.012082588943945939,0.019127481555747596,0.042430970620926496,0.011220900121232964,0.017990832034385906,0.02126590750911712,0.05047763966473599,25.6024192103374,23.796281448403565,0.21212406557799568,0.17830924849719781,0,0,0,0,0.05047763966473599,0.21212406557799568,0.009044904033691941,0.01222100347542518,0.011220900121232964,0.017990832034385906,0.02126590750911712,0.050477639664736,0.21212406557799568,0,0,0,0,0.042430970620926496,0.17830924849719781
Ireland,1.0,1.0,0.04,0.13358554455787455,0.005282758353142428,0.178868302911017,0.04,0.15308554455787454,0.005282758353142428,0.19836830291101698,504.18260327554196,468.61474419141365,0.04233078565491957,0.03816958495824775,2.1748828199119483,0.020867529179351373,2.1957503490912997,0.4685619426849293,2.3941186520023168,0.5108927283398489,0.0014327583531424282,0.0038499999999999997,0.04,0.15308554455787454,0.005282758353142428,0.19836830291101698,0.04233078565491957,0.8847385625955485,0.020867529179351373,0.9056060917748999,0.19325172820533143,1.084474394685917,0.2314213131635792
Italy,1.0,1.0,0.41,0.4784822726970852,1.3733634459443962,2.2618457186414815,0.41,0.4784822726970852,1.3733634459443962,2.2618457186414815,2107.7028426697298,1959.0137026393993,0.11545839192416435,0.11545839192416435,15.16752312810862,0.5947254162278695,15.76224854433649,0.8046012400576806,18.02409426297797,0.9200596319818449,1.0071463178111495,0.3662171281332467,0.41,0.4784822726970852,1.3733634459443962,2.2618457186414815,0.11545839192416435,6.170122126874333,0.5947254162278695,6.764847543102203,0.3453190518263274,9.026693261743684,0.4607774437504918
Japan,0.0,0.0,9.179944620887108,1.2816782617538047,0.06418511551575037,10.525807998156663,14.416062635240042,2.2967598903581212,0.06418511551575037,16.777007641113915,4940.87778075533,4592.320643884496,0.36532744427276714,0.22920455286966246,0,0,0,0,16.777007641113915,0.36532744427276714,0.030256149598938874,0.0339289659168115,14.416062635240042,2.139847786309453,0.06418511551575037,16.620095537065243,0.3619106074223693,0,0,0,0,10.525807998156663,0.22920455286966246
Latvia,1.0,1.0,0.04725,0.016936820981756286,0.5013591500924974,0.5655459710742538,0.04725,0.016288573981756285,0.5013591500924974,0.5648977240742538,39.8535015798211,37.04201280771549,1.5250189750935756,1.5267690068841402,0.26043764860290136,0.0033995909039227987,0.26383723950682414,0.7122648568704923,0.8287349635810779,2.237283831964068,0.4353591500924975,0.06599999999999995,0.04725,0.016288573981756285,0.47935915009249747,0.5428977240742539,1.4656269541626357,0.10594558417635769,0.0033995909039227987,0.1093451750802805,0.2951923148666073,0.6748911461545343,1.8219613217507475
Lithuania,1.0,1.0,0.0515,0.15434730787455395,0.9066112611301476,1.1124585690047015,0.0515,0.1444746157491079,0.87258721963284,1.068561835381948,66.4452565853671,61.75783677420495,1.7302449230674244,1.8013237300911322,0.4093897072775432,0.005570599190998181,0.4149603064685414,0.6719152226553736,1.4835221418504894,2.402160145722798,0.4350339748059653,0.43755324482687474,0.0515,0.1444746157491079,0.87258721963284,1.068561835381948,1.7302449230674244,0.16653902354739736,0.005570599190998181,0.17210962273839553,0.2786846685832791,1.284568191743097,2.0800083986744116
Luxembourg,1.0,1.0,0.0013,0.09529733432795012,0.16913851528601093,0.265735849613961,0.0013,0.09529733432795012,0.2738599874811508,0.37045732180910096,85.5062438337816,79.47415543617585,0.46613558807379596,0.3343676295212326,0.3545607286243008,0.004173537701454877,0.3587342663257557,0.45138481102054395,0.7291915881348567,0.91752039909434,0.0644140284256167,0.2094459590555341,0.0013,0.039297334327950115,0.1938599874811508,0.23445732180910092,0.2950107749146061,0.1442346900365852,0.004173537701454877,0.14840822773804008,0.18673772237469555,0.4141440773520011,0.5211053518959282
Malta,1.0,1.0,0,0.00207,0,0.00207,0,0.00207,0,0.00207,17.3640449438202,16.13908815300697,0.012826003429532823,0.012826003429532823,0.10691650837382266,0.0015577867172991387,0.1084742950911218,0.6721215849540503,0.1105442950911218,0.684947588383583,0,0,0,0.00207,0,0.00207,0.012826003429532823,0.043493450346083685,0.0015577867172991387,0.04505123706338282,0.2791436333718089,0.04712123706338282,0.29196963680134175
Netherlands,1.0,1.0,0.7158754129955948,0.7608044542056823,5.853568168138022,7.330248035339299,1.0553754129955948,1.1194294542056822,8.717170533562893,10.89197540076417,1012.84676097673,941.3948889085696,1.157003881059102,0.7786581509740096,5.342170153447585,0.1648537491009594,5.507023902548545,0.5849855323660461,16.398999303312713,1.741989413425148,0.5157751645448891,8.201395369018003,1.0553754129955948,0.8634294542056823,5.717170533562894,7.6359754007641705,0.8111341468633992,2.173185561736797,0.1648537491009594,2.338039310837756,0.24835904022683003,9.668287346177054,1.0270171912008397
New Zealand,0.0,0.0,0.001702836168240213,0.03303549507985126,0.024268794758956862,0.05900712600704834,0.001702836168240213,0.03303549507985126,0.024268794758956862,0.05900712600704834,249.885687029634,232.25735387083742,0.02540592365478481,0.02540592365478481,0,0,0,0,0.05900712600704834,0.02540592365478481,0.006793435592233264,0.0174753591667236,0.001702836168240213,0.03303549507985126,0.024268794758956862,0.05900712600704834,0.02540592365478481,0,0,0,0,0.05900712600704834,0.02540592365478481
Norway,0.0,1.0,0.8711920833745609,0.643469221910847,1.8325333896984373,3.347194694983845,5.358531520895284,1.1421150493314305,8.486047790864253,14.986694361090969,482.174854481956,448.15954501529507,3.3440533684448237,0.7468756901896645,0,0,0,0,14.986694361090969,3.3440533684448237,0.38865003686406835,8.097397754000186,1.6150189361152965,0.6097816240649597,3.2589146057611558,5.483715165941411,1.2236078037240643,0,0,0,0,3.347194694983845,0.7468756901896645
Poland,1.0,1.0,0.9129993382110212,0.4849413680608251,3.6361965582664055,5.034137264538252,0.9129993382110212,0.4849413680608251,3.6361965582664055,5.034137264538252,679.4448328542951,631.5129964255925,0.7971549743286075,0.7971549743286075,4.460337413441269,0.14468558667655207,4.6050230001178205,0.7292047869454106,9.639160264656073,1.5263597612740183,3.436196558266406,0.19999999999999973,0.9129993382110212,0.4849413680608251,3.5361965582664054,4.934137264538251,0.7813199874691116,1.814457531104568,0.14468558667655207,1.95914311778112,0.3102300552593544,6.993280382319372,1.107385029587962
Portugal,1.0,1.0,0,0.0017174746475389564,0.2277107789857427,0.22942825363328168,0,0.0017174746475389564,0.5214958987533538,0.5232133734008927,253.663144586019,235.76832845619387,0.22191843019241939,0.0973108878260168,1.8358569685727326,0.028817059049617906,1.8646740276223506,0.7908925002065365,2.387887401023243,1.0128109303989556,0.08149589875335386,0.43999999999999995,0,0.0017174746475389564,0.3014958987533538,0.3032133734008928,0.12860649069632368,0.74682343372036,0.028817059049617906,0.7756404927699779,0.3289841760548823,1.0050687464032597,0.42629506388089916
South Korea,0.0,0.0,0.4700181870457778,0.3036384183016929,0.0145063379232248,0.7881629432706955,2.5971303439689657,0.43644307523996234,0.0145063379232248,3.048079757132153,1810.95587138098,1683.200921443424,0.18108828947873207,0.04682524428484798,0,0,0,0,3.048079757132153,0.18108828947873207,0.0033204073381384864,0.011185930585086313,0.6315393295278885,0.43644307523996234,0.0145063379232248,1.0824887426910756,0.06431132070452947,0,0,0,0,0.7881629432706955,0.04682524428484798
Romania,1.0,1.0,0,0.12301101031625243,0.9946194727052137,1.117630483021466,0,0.12301101031625243,0.9946194727052137,1.117630483021466,284.087563695798,264.0464389774124,0.42327042445631047,0.42327042445631047,1.87515106994089,0.020867529179351373,1.8960185991202414,0.7180625523536921,3.0136490821417077,1.1413329768100027,0.9934556095804071,0.0011638631248065412,0,0.12301101031625243,0.9946194727052137,1.117630483021466,0.42327042445631047,0.7628082060697754,0.020867529179351373,0.7836757352491268,0.2967946616830404,1.9013062182705929,0.7200650861393508
Slovakia,1.0,1.0,0.005,0.011543492,0.6914423654658688,0.7079858574658688,0.005,0.011950476,0.6914423654658688,0.7083928414658688,116.5271010977,108.30662803020726,0.6540623176527058,0.6536865474829555,0.8014169046482263,0.009562426724865881,0.8109793313730922,0.7487808882268091,1.519372172838961,1.402843205879515,0.6872423654658688,0.0041999999999999815,0.005,0.011950476,0.6914423654658688,0.7083928414658688,0.6540623176527058,0.3260150081497042,0.009562426724865881,0.3355774348745701,0.3098401648890554,1.043563292340439,0.963526712372011
Slovenia,1.0,1.0,0,0.014910276758314103,0.06838994478445715,0.08330022154277125,0,0.014910276758314103,0.06838994478445715,0.08330022154277125,61.7485865348672,57.392496082226224,0.1451413115460722,0.1451413115460722,0.4176140540755296,0.00887785179252568,0.4264919058680553,0.7431144051602502,0.5097921274108266,0.8882557167063225,0.06738994478445715,0.0010000000000000009,0,0.014910276758314103,0.06838994478445715,0.08850022154277125,0.15420172946647412,0.16988467357401918,0.00887785179252568,0.17876252536654486,0.31147369006295145,0.2620627469093161,0.4566150016090236
Spain,1.0,1.0,0.5707,0.10033275551634016,0.7851742891696543,1.4562070446859945,0.5707,0.10033275551634016,1.6624749438155466,2.3335076993318866,1427.38068129455,1326.6852693508224,0.17589007379826607,0.10976281099424207,10.0885320721966,0.35683525428858437,10.445367326485185,0.7873282057014428,12.778875025817072,0.9632182794997091,0.568902093696427,1.0935728501191195,0.5707,0.10033275551634016,1.6624749438155466,2.3335076993318866,0.17589007379826607,4.103997365989435,0.35683525428858437,4.460832620278019,0.33623895006091437,5.917039664964014,0.44600176105515643
Sweden,1.0,1.0,0.34820402395089706,0.3680186467954405,4.6890690664843,5.4052917372306375,0.31158488066310536,0.6469982235314844,9.140106065226359,10.098689169420949,635.6638012017651,590.8205234703644,1.7092651267601913,0.9148788037153837,3.743905425705569,0.10936412361940955,3.8532695493249784,0.6521895222413103,13.951958718745928,2.361454649001502,2.289043819984074,6.851062245242285,0.31158488066310536,0.3337982235314844,4.836663271869464,5.482046376064053,0.927869997450932,1.5230142398966229,0.10936412361940955,1.6323783635160325,0.27629005741502694,7.03767010074667,1.1911688611304105
Switzerland,0.0,1.0,0.21511768935518205,0.7197412035693941,0,0.9348588929245761,0.2619171277619212,2.294264973717731,0,2.556182101479652,800.64015538726,744.1585234568826,0.3434996739142719,0.12562630991335316,0,0,0,0,2.556182101479652,0.3434996739142719,0,0,0.24241736175911321,0.7658440711192485,0,1.0082614328783617,0.13549014102460677,0,0,0,0,0.9348588929245761,0.12562630991335316
Turkiye,0.0,0.0,0,0.004541827216951435,0.06624320681336232,0.07078503403031376,0,0.004541827216951435,0.06624320681336232,0.07078503403031376,819.035182929585,761.2558629329723,0.009298455023727852,0.009298455023727852,0,0,0,0,0.07078503403031376,0.009298455023727852,0.06624320681336232,0,0,0.004541827216951435,0.06624320681336232,0.07078503403031376,0.009298455023727852,0,0,0,0,0.07078503403031376,0.009298455023727852
United Kingdom,0.0,1.0,3.840893924367324,0.8970470156192718,10.067974851283415,14.80591579127001,6.172655946454992,0.9329849680847621,20.076969175643022,27.182610090182777,3131.3777629259503,2910.4728719453014,0.9339585450942365,0.5087116919723782,0,0,0,0,27.182610090182777,0.9339585450942365,3.4967427373430846,16.58022643829994,4.327614286252961,0.9329849680847621,16.574655703021385,21.83525495735911,0.7502304923654851,0,0,0,0,14.80591579127001,0.5087116919723782
United States,0.0,0.0,46.59732022002805,3.417875868660332,64.13396831614149,114.14916440482988,49.96455913803612,3.4401484105372115,65.58131693752397,118.9860244860973,23315.08056,21670.30445208662,0.5490740785353397,0.5267538564454203,0,0,0,0,118.9860244860973,0.5490740785353397,0,65.58131693752397,49.96455913803612,3.4401484105372115,65.58131693752397,118.9860244860973,0.5490740785353397,0,0,0,0,114.14916440482988,0.5267538564454203
China,0.0,0.0,0,0.002345430326683743,0,0.002345430326683743,0,0.002345430326683743,0,0.002345430326683743,17734.0626453714,16483.002737588435,1.4229387472800322e-05,1.4229387472800322e-05,0,0,0,0,0.002345430326683743,1.4229387472800322e-05,0,0,0,0.002345430326683743,0,0.002345430326683743,1.4229387472800322e-05,0,0,0,0,0.002345430326683743,1.4229387472800322e-05
Taiwan,0.0,0.0,0.004,0.03692290426001581,0,0.04092290426001581,0.004,0.07982427992234709,0,0.08382427992234709,775,720.3271679524119,0.01163697326044558,0.0056811551862388406,0,0,0,0,0.08382427992234709,0.01163697326044558,0,0,0.004,0.07982427992234709,0,0.08382427992234709,0.01163697326044558,0,0,0,0,0.04092290426001581,0.0056811551862388406
India,0.0,0.0,0,0.0027113388999334786,0,0.0027113388999334786,0,0.0027113388999334786,0,0.0027113388999334786,3176.29506549724,2952.221456917223,9.18406338921715e-05,9.18406338921715e-05,0,0,0,0,0.0027113388999334786,9.18406338921715e-05,0,0,0,0.0027113388999334786,0,0.0027113388999334786,9.18406338921715e-05,0,0,0,0,0.0027113388999334786,9.18406338921715e-05
Total,,,118.46946532745179,18.960444297797142,129.761913643603,267.1918232688519,207.1619878657221,23.13025480355933,169.50461689345656,399.796859562738,95156.83086557315,88443.93611448385,.,.,112.53465105315821,3.1669000000000005,115.70155105315825,.,515.4984106158964,.,27.427506954461702,142.0771099389948,124.23269284029621,19.346902248890707,142.45474604254133,286.03954113172824,.,45.778901053158236,3.1669000000000005,48.94580105315824,.,316.1376243220102,.
